DewPointTempF,DRYBULBTEMPF,RelativeHumidity,StationPressure,VISIBILITY,WETBULBTEMPF,WindDirection,WindSpeed
48,51,89,29.72,10,49,170,20
49,53,86,29.67,10,51,160,20
49,53,86,29.64,10,51,150,16
51,56,84,29.57,10,53,150,23
51,54,90,29.49,6,52,140,24
52,53,96,29.41,3,52,140,25
52,56,87,29.39,7,54,170,32
51,56,84,29.38,7,53,180,25
49,57,74,29.39,10,53,230,16
46,57,67,29.39,10,51,230,11
46,55,72,29.39,10,50,230,15
42,54,64,29.41,10,48,250,14
40,52,64,29.43,10,46,230,8
40,54,59,29.44,10,47,230,18
42,52,69,29.46,10,47,210,17
43,51,74,29.47,10,47,230,20
38,50,63,29.48,10,44,260,23
38,49,66,29.48,10,44,260,17
39,48,71,29.48,10,44,250,14
38,47,71,29.49,10,43,260,21
33,46,61,29.49,10,40,270,21
32,45,61,29.52,10,39,260,15
32,44,63,29.54,10,39,250,17
32,46,58,29.56,10,40,260,17
33,47,59,29.57,10,41,240,21
30,49,48,29.57,10,41,260,20
30,47,52,29.59,10,40,290,17
27,48,44,29.61,10,39,270,20
26,49,41,29.61,10,40,270,21
24,49,38,29.62,10,39,250,18
23,48,37,29.62,10,38,260,22
21,46,37,29.65,10,36,260,22
21,47,36,29.67,10,37,270,22
18,47,31,29.67,10,36,270,18
20,46,35,29.7,10,36,280,16
20,46,35,29.75,10,36,270,17
19,45,35,29.78,10,35,280,10
18,45,34,29.78,10,35,290,10
21,43,42,29.78,10,35,260,7
21,42,43,29.77,10,34,20,6
23,40,51,29.77,10,34,20,6
22,39,50,29.75,10,33,10,7
22,36,57,29.75,10,31,40,5
22,37,54,29.75,10,32,0,0
21,35,57,29.75,10,30,0,0
23,34,64,29.75,10,30,80,5
24,35,64,29.75,10,31,70,9
24,40,53,29.75,10,34,70,8
24,42,49,29.74,10,35,70,9
25,43,49,29.72,10,36,70,10
26,44,49,29.7,10,37,50,9
27,45,49,29.7,10,38,40,9
33,41,73,29.7,6,38,70,13
36,41,82,29.7,7,39,30,13
36,39,89,29.72,7,38,360,15
35,39,86,29.72,9,37,360,13
34,39,82,29.75,9,37,360,17
35,39,86,29.75,9,37,360,15
34,39,82,29.78,10,37,350,7
34,42,73,29.8,10,39,300,9
31,43,63,29.85,10,38,310,16
29,42,60,29.88,10,37,320,20
25,42,51,29.93,10,35,310,16
20,40,45,29.98,10,33,320,17
17,38,43,30.03,10,31,310,22
13,35,40,30.06,10,28,320,22
11,34,38,30.11,10,27,330,21
12,33,42,30.14,10,27,330,21
14,33,45,30.16,10,27,330,20
15,32,50,30.19,10,27,320,11
15,32,50,30.24,10,27,320,9
15,34,46,30.27,10,28,320,14
16,37,42,30.29,10,30,330,11
16,38,41,30.32,10,31,300,9
17,40,40,30.32,10,32,300,9
17,42,36,30.32,10,33,240,8
15,44,31,30.3,10,34,200,9
19,45,35,30.3,10,35,230,14
18,47,31,30.29,10,36,200,13
22,46,38,30.27,10,37,180,17
24,44,45,30.29,10,36,170,20
29,44,55,30.29,10,38,180,18
30,44,58,30.27,10,38,180,18
31,43,63,30.27,10,38,190,20
34,44,68,30.29,10,40,180,17
32,44,63,30.3,10,39,200,16
31,44,60,30.3,10,39,190,20
30,43,60,30.32,10,38,200,20
32,44,63,30.32,10,39,210,17
35,44,71,30.29,10,40,200,15
38,45,77,30.27,10,42,190,16
36,45,71,30.27,10,41,190,16
37,45,74,30.27,10,41,190,18
38,46,73,30.25,10,42,180,21
39,46,77,30.24,10,43,180,20
41,47,80,30.24,10,44,180,20
41,48,77,30.22,10,45,190,18
42,49,77,30.21,10,46,180,17
42,50,74,30.19,10,46,190,23
41,52,66,30.17,10,47,180,22
42,54,64,30.14,10,48,180,25
42,54,64,30.11,10,48,180,24
41,54,62,30.09,10,48,180,26
41,54,62,30.06,10,48,180,25
41,53,64,30.03,10,47,180,26
43,52,72,30.01,10,48,180,25
46,51,83,30.03,10,49,190,22
46,53,77,30.01,10,49,180,22
47,51,86,30.03,10,49,180,21
47,51,86,30.03,10,49,180,17
47,52,83,30.01,10,49,180,26
47,52,83,29.98,10,49,180,29
47,52,83,30,10,49,180,23
47,51,86,29.96,10,49,190,21
47,52,83,29.93,10,49,190,25
48,52,86,29.91,10,50,190,23
48,51,89,29.93,10,49,190,25
48,51,89,29.93,10,49,190,22
48,51,89,29.95,8,49,180,23
49,51,92,29.96,6,50,180,18
49,51,92,29.96,4,50,190,17
49,51,92,29.96,5,50,190,13
50,51,96,30,4,50,190,11
42,47,83,30.03,6,45,330,14
42,47,83,30.04,10,45,330,14
39,49,69,30.04,10,44,310,17
37,52,57,30.06,10,45,320,11
34,58,41,30.04,10,47,340,20
29,59,32,30.06,10,46,320,18
27,58,31,30.09,10,45,320,15
24,56,29,30.12,10,43,330,18
22,53,30,30.16,10,41,330,20
21,50,32,30.22,10,39,330,15
20,48,33,30.24,10,37,360,16
20,47,34,30.27,10,37,350,16
19,46,34,30.27,10,36,360,10
20,44,38,30.29,10,35,350,9
21,42,43,30.3,10,34,360,7
22,41,47,30.32,10,34,20,3
24,38,57,30.32,10,33,50,5
25,39,57,30.34,10,34,10,7
25,39,57,30.37,10,34,360,8
25,40,55,30.4,10,34,360,8
24,43,47,30.4,10,36,360,15
22,45,40,30.4,10,36,350,17
24,48,39,30.4,10,39,30,14
25,49,39,30.4,10,39,360,10
24,51,35,30.37,10,40,360,5
22,53,30,30.35,10,41,30,9
20,54,26,30.34,10,41,30,6
28,50,43,30.32,10,41,180,10
29,52,41,30.29,10,42,200,11
29,50,44,30.3,10,41,190,11
31,49,50,30.32,10,41,210,11
33,48,56,30.3,10,42,160,9
33,46,61,30.3,10,40,150,6
34,45,66,30.3,10,40,160,6
35,44,71,30.3,10,40,190,5
35,43,74,30.3,10,40,200,6
36,43,76,30.3,10,40,220,5
36,43,76,30.3,10,40,230,8
35,42,76,30.29,10,39,200,5
34,41,76,30.27,10,38,170,5
34,41,76,30.29,10,38,0,0
34,38,86,30.29,10,36,60,6
35,39,86,30.3,10,37,40,7
36,40,86,30.34,10,38,30,7
37,45,74,30.35,10,41,50,7
35,48,61,30.35,10,42,40,10
34,50,54,30.37,10,43,50,8
31,53,43,30.37,10,43,60,8
26,55,33,30.37,10,43,10,6
33,54,45,30.35,10,45,220,3
34,54,47,30.32,10,45,180,13
34,54,47,30.32,10,45,200,13
29,53,40,30.3,10,43,170,10
31,53,43,30.29,10,43,160,10
32,51,48,30.29,10,43,180,10
35,50,57,30.29,10,43,140,10
33,47,59,30.32,10,41,140,11
34,46,63,30.35,10,41,130,10
36,46,68,30.37,10,42,130,9
34,45,66,30.37,10,40,160,3
32,44,63,30.4,10,39,140,3
31,44,60,30.4,10,39,0,0
31,44,60,30.38,10,39,0,0
31,41,67,30.37,10,37,0,0
32,43,65,30.37,10,38,350,3
32,39,76,30.37,10,36,40,5
34,41,76,30.38,10,38,360,6
36,42,79,30.4,10,39,360,7
37,47,69,30.42,10,43,10,7
35,50,57,30.42,10,43,350,9
27,53,37,30.43,10,42,30,10
22,55,28,30.45,10,42,30,6
19,57,23,30.45,10,42,0,0
30,55,38,30.43,10,44,190,5
30,55,38,30.42,10,44,210,14
32,55,42,30.42,10,45,180,11
31,54,42,30.38,10,44,190,9
33,54,45,30.37,10,45,200,10
34,52,50,30.37,10,44,180,10
33,50,52,30.37,10,43,160,9
35,48,61,30.37,10,42,150,7
34,47,61,30.4,10,41,150,10
35,47,63,30.4,10,42,160,8
33,44,65,30.42,10,39,190,6
34,44,68,30.4,10,40,200,6
33,46,61,30.4,10,40,210,9
32,44,63,30.4,10,39,210,6
33,41,73,30.38,10,38,90,5
35,40,83,30.4,10,38,70,6
34,39,82,30.4,10,37,70,6
33,40,77,30.42,10,37,50,8
29,43,58,30.43,10,37,10,6
30,48,50,30.45,10,40,50,9
18,52,26,30.47,10,39,20,15
14,53,21,30.45,10,39,20,13
13,55,19,30.45,10,40,50,14
14,58,18,30.43,10,41,40,11
14,61,16,30.42,10,43,360,13
12,63,13,30.4,10,44,20,10
11,65,12,30.38,10,44,30,10
12,65,13,30.37,10,45,340,10
26,59,28,30.37,10,45,180,10
25,58,28,30.37,10,44,160,9
34,52,50,30.4,10,44,140,11
35,49,59,30.4,10,43,130,10
37,48,66,30.42,10,43,120,9
38,48,68,30.43,10,43,120,7
38,46,73,30.45,10,42,100,3
38,47,71,30.45,10,43,0,0
38,45,77,30.45,10,42,0,0
35,46,66,30.43,10,41,360,6
35,45,68,30.42,10,41,340,5
34,45,66,30.42,10,40,350,5
35,44,71,30.42,10,40,350,6
38,44,79,30.42,10,41,340,5
39,45,80,30.43,10,42,350,6
38,50,63,30.45,10,45,360,8
31,55,40,30.43,10,44,360,9
26,58,29,30.45,10,44,20,7
24,60,25,30.42,10,45,360,5
20,63,19,30.4,10,45,360,8
18,65,16,30.37,10,46,360,3
21,68,17,30.35,10,48,360,5
25,64,23,30.34,10,47,190,10
30,63,29,30.3,10,48,170,10
30,61,31,30.29,10,47,160,11
33,57,41,30.27,10,46,170,11
30,55,38,30.27,10,44,180,11
31,53,43,30.27,10,43,160,5
34,51,52,30.27,10,43,160,6
34,51,52,30.27,10,43,160,8
34,50,54,30.27,10,43,170,8
31,51,46,30.27,10,42,170,8
37,50,61,30.25,10,44,180,7
36,49,61,30.24,10,43,190,5
35,47,63,30.22,10,42,200,3
36,48,63,30.21,10,43,210,6
35,45,68,30.22,10,41,0,0
38,47,71,30.22,10,43,280,3
37,48,66,30.22,10,43,330,5
36,58,44,30.22,10,48,360,10
30,66,26,30.22,10,49,360,11
26,70,19,30.21,10,50,20,17
24,73,16,30.19,10,51,20,14
23,75,14,30.19,10,52,30,11
27,77,16,30.16,10,53,30,8
28,76,17,30.14,10,53,170,7
31,72,22,30.14,10,52,160,13
27,72,19,30.12,10,51,190,9
27,71,19,30.11,10,51,160,11
28,71,20,30.09,10,51,150,13
35,62,37,30.09,10,49,140,13
41,57,55,30.09,10,49,180,7
39,57,51,30.09,10,48,190,6
40,56,55,30.09,10,48,210,5
39,57,51,30.06,10,48,220,8
29,62,29,30.06,10,47,260,8
38,53,57,30.03,10,46,220,7
37,57,47,30.01,10,48,240,9
38,56,51,29.98,10,47,240,11
40,53,61,29.96,10,47,240,8
39,53,59,29.95,10,46,230,8
39,58,50,29.93,10,49,250,8
41,57,55,29.93,10,49,240,7
44,59,58,29.95,10,51,230,6
39,67,36,29.95,10,53,320,17
41,72,33,29.93,10,56,320,24
41,72,33,29.96,10,56,10,17
41,71,34,29.96,10,55,10,18
40,71,32,29.96,10,55,10,20
40,70,34,29.96,10,55,360,20
23,70,17,29.96,10,49,350,22
30,72,21,29.96,10,52,10,16
30,70,23,29.98,10,51,20,13
21,70,16,29.98,10,49,320,13
16,68,13,30.01,10,47,310,18
16,65,15,30.03,10,45,360,16
18,63,17,30.06,10,45,360,13
17,62,17,30.09,10,44,340,17
17,60,19,30.11,10,43,330,16
23,58,26,30.12,10,43,330,16
25,56,30,30.14,10,43,330,14
24,54,31,30.16,10,42,340,13
23,53,31,30.16,10,41,340,17
23,52,32,30.16,10,40,310,14
23,52,32,30.17,10,40,310,15
24,50,36,30.19,10,40,330,9
25,51,36,30.21,10,40,340,10
24,54,31,30.22,10,42,350,14
23,56,28,30.24,10,42,10,16
21,58,24,30.24,10,43,360,15
18,60,19,30.24,10,43,350,16
12,62,14,30.24,10,43,350,14
12,63,13,30.24,10,44,350,13
11,66,11,30.22,10,45,350,7
10,66,11,30.21,10,45,350,5
29,59,32,30.21,10,46,180,14
24,59,26,30.19,10,44,180,14
32,57,39,30.19,10,46,180,16
36,53,52,30.19,10,45,190,16
37,51,59,30.19,10,45,190,14
36,51,56,30.21,10,44,190,13
40,50,68,30.22,10,45,190,10
42,50,74,30.22,10,46,150,5
43,50,77,30.22,10,47,210,6
33,49,55,30.22,10,42,230,11
32,49,52,30.21,10,42,230,11
32,48,54,30.19,10,41,220,11
34,48,58,30.19,10,42,210,11
36,47,66,30.19,10,42,210,9
37,47,69,30.19,10,43,210,9
39,48,71,30.19,10,44,210,8
36,52,55,30.19,10,45,230,13
34,53,48,30.19,10,44,230,13
37,56,49,30.17,10,47,230,11
37,60,42,30.16,10,49,210,11
38,60,44,30.14,10,49,170,13
40,60,47,30.11,10,50,170,13
43,62,50,30.09,10,52,180,14
41,63,45,30.04,10,52,190,17
43,62,50,30.01,10,52,180,21
45,62,54,29.98,10,53,180,21
46,59,62,29.98,10,52,190,23
50,58,75,29.96,10,54,190,20
51,57,81,29.96,10,54,190,16
52,57,83,29.98,10,54,190,14
53,59,81,29.98,10,56,190,10
52,59,78,29.98,10,55,200,11
52,59,78,29.98,10,55,200,10
52,57,83,29.96,10,54,210,5
52,57,83,29.96,10,54,210,6
52,57,83,29.95,10,54,0,0
52,57,83,29.93,10,54,160,5
52,55,90,29.93,10,53,170,5
52,55,90,29.93,10,53,170,5
53,55,93,29.93,9,54,150,3
53,58,84,29.93,9,55,150,5
54,61,78,29.93,10,57,160,8
54,62,75,29.91,10,58,150,7
55,64,73,29.91,10,59,170,6
55,65,70,29.9,10,59,150,9
55,67,66,29.88,10,60,180,9
55,68,63,29.87,10,60,170,9
55,71,57,29.85,10,62,170,9
54,69,59,29.83,10,60,170,13
53,64,68,29.82,9,58,180,13
54,62,75,29.82,10,58,180,8
55,61,81,29.8,10,58,170,3
55,61,81,29.8,10,58,180,3
55,61,81,29.82,10,58,0,0
55,63,75,29.82,10,58,210,6
54,63,73,29.8,10,58,200,9
56,61,84,29.8,6,58,190,11
58,62,86,29.8,10,60,210,7
60,62,93,29.78,8,61,230,10
59,61,93,29.78,9,60,250,8
59,61,93,29.77,8,60,230,5
59,61,93,29.75,6,60,250,5
58,60,93,29.75,5,59,220,3
60,62,93,29.77,9,61,360,9
59,63,87,29.78,10,61,360,7
56,62,80,29.78,10,59,360,14
55,62,78,29.8,10,58,360,14
55,63,75,29.82,10,58,360,15
53,63,70,29.82,10,57,360,15
51,65,61,29.8,10,57,360,16
49,68,51,29.8,10,58,10,16
46,69,44,29.8,10,57,10,11
45,71,39,29.78,10,57,360,16
43,70,38,29.78,10,56,360,15
41,69,36,29.8,10,54,350,18
39,67,36,29.83,10,53,10,17
37,63,38,29.85,10,50,20,16
36,61,39,29.88,10,49,20,11
35,59,41,29.91,10,48,20,10
33,58,39,29.93,10,47,10,14
30,57,36,29.93,10,45,10,17
29,55,37,29.96,10,44,360,13
26,53,35,29.96,10,42,350,14
21,52,30,29.98,10,40,360,17
20,50,30,29.98,10,38,360,16
19,49,31,30.01,10,38,360,15
19,48,32,30.03,10,37,360,15
20,48,33,30.06,10,37,360,14
20,50,30,30.09,10,38,350,15
16,52,24,30.09,10,39,10,15
15,53,22,30.09,10,39,10,14
16,56,21,30.09,10,41,350,8
16,58,19,30.06,10,42,350,5
12,60,15,30.04,10,42,10,8
14,62,15,30.03,10,43,10,9
22,62,21,30,10,45,180,13
19,61,20,29.98,10,44,180,11
21,62,21,29.98,10,45,190,21
34,57,42,29.98,10,46,180,13
36,54,51,30,10,46,180,11
37,53,55,30.01,10,46,170,10
37,52,57,30.03,10,45,170,13
39,52,61,30.03,10,46,170,13
42,52,69,30.03,10,47,180,11
44,51,77,30.03,10,48,170,7
44,50,80,30.03,10,47,90,3
43,48,83,30.01,10,46,0,0
45,50,83,30.01,10,48,0,0
44,50,80,30.01,10,47,0,0
44,51,77,30.01,10,48,0,0
44,51,77,30.01,10,48,0,0
44,52,75,30.03,10,48,0,0
44,54,69,30.03,10,49,0,0
43,56,62,30.03,10,50,0,0
39,58,50,30.01,10,49,0,0
44,60,56,30.01,10,52,180,7
42,60,52,29.98,10,51,150,13
43,60,53,29.98,10,51,160,11
43,60,53,29.96,10,51,170,11
44,60,56,29.95,10,52,170,11
44,60,56,29.93,10,52,160,7
45,60,58,29.91,10,52,140,8
45,60,58,29.9,10,52,140,10
45,58,62,29.88,10,51,130,8
45,56,67,29.88,10,50,130,8
47,55,74,29.88,10,51,110,6
49,55,80,29.88,10,52,110,6
50,55,83,29.85,10,52,120,7
50,54,87,29.83,10,52,100,6
50,54,87,29.83,10,52,50,7
49,52,89,29.78,10,50,60,3
51,54,90,29.75,10,52,60,7
50,55,83,29.82,10,52,310,29
50,52,93,29.75,10,51,40,14
50,53,89,29.74,10,51,80,7
51,54,90,29.75,10,52,70,5
51,55,87,29.74,10,53,90,6
52,58,81,29.7,10,55,90,6
53,60,78,29.67,10,56,160,5
53,60,78,29.67,10,56,250,6
52,59,78,29.65,9,55,20,8
55,63,75,29.65,10,58,350,8
50,63,63,29.64,10,56,350,11
50,64,60,29.62,10,56,40,13
49,61,65,29.62,10,55,50,15
51,56,84,29.7,10,53,70,7
51,54,90,29.7,9,52,60,13
48,52,86,29.74,9,50,60,9
46,50,86,29.75,7,48,40,16
43,48,83,29.82,10,46,70,13
42,47,83,29.83,10,45,50,14
41,47,80,29.85,10,44,50,14
41,47,80,29.85,10,44,50,9
39,47,74,29.85,10,43,50,10
38,47,71,29.87,10,43,40,10
39,46,77,29.87,10,43,40,8
39,47,74,29.9,10,43,30,8
38,46,73,29.91,10,42,30,8
39,47,74,29.91,10,43,30,7
39,47,74,29.91,10,43,20,6
39,48,71,29.91,10,44,10,10
38,50,63,29.93,10,44,20,6
36,52,55,29.93,10,45,360,5
35,52,53,29.93,10,44,0,0
39,52,61,29.93,10,46,180,10
41,53,64,29.91,10,47,200,10
40,53,61,29.91,10,47,180,11
40,53,61,29.9,10,47,180,10
40,54,59,29.88,10,47,170,10
41,53,64,29.9,10,47,180,13
42,53,66,29.88,10,48,170,13
42,52,69,29.88,10,47,180,14
45,51,80,29.87,10,48,180,13
45,51,80,29.88,10,48,200,17
46,52,80,29.88,10,49,210,15
46,51,83,29.9,10,49,230,11
47,52,83,29.91,10,49,240,9
47,51,86,29.91,10,49,250,7
46,52,80,29.9,10,49,290,7
45,51,80,29.91,10,48,310,5
43,50,77,29.93,10,47,30,9
36,48,63,29.96,10,43,40,8
23,48,37,29.98,10,38,30,11
20,49,32,30.03,10,38,50,8
18,50,28,30.03,10,38,30,7
19,53,26,30.03,10,40,40,11
19,55,24,30.04,10,41,60,11
19,57,23,30.03,10,42,60,8
25,57,29,30.06,10,44,160,13
34,53,48,30.04,10,44,130,13
33,53,47,30.04,10,44,130,10
33,53,47,30.03,10,44,150,10
32,53,45,30.03,10,44,160,11
31,52,45,30.03,10,43,150,9
30,51,44,30.03,10,42,170,9
30,50,46,30.03,10,41,190,10
36,49,61,30.03,10,43,150,6
37,49,64,30.03,10,44,140,6
37,49,64,30.06,10,44,130,5
37,49,64,30.06,10,44,160,6
35,49,59,30.04,10,43,120,3
36,49,61,30.06,10,43,0,0
37,49,64,30.03,10,44,0,0
38,49,66,30.03,10,44,70,5
38,49,66,30.04,10,44,50,6
37,49,64,30.04,10,44,70,8
34,49,56,30.06,10,42,60,10
36,49,61,30.08,10,43,70,9
37,50,61,30.09,10,44,60,11
35,51,54,30.09,10,44,80,11
34,51,52,30.11,10,43,100,16
30,54,40,30.11,10,44,100,17
29,53,40,30.11,10,43,70,17
30,57,36,30.09,10,45,100,18
30,57,36,30.09,10,45,80,17
28,55,35,30.08,10,43,110,17
25,54,33,30.08,10,42,110,14
32,53,45,30.08,10,44,110,11
33,52,49,30.08,10,44,110,11
33,50,52,30.08,10,43,110,13
37,48,66,30.09,10,43,110,13
41,48,77,30.11,10,45,80,9
38,48,68,30.14,10,43,80,7
41,47,80,30.14,10,44,360,10
38,47,71,30.14,10,43,70,5
36,47,66,30.14,10,42,10,8
36,48,63,30.16,10,43,40,9
36,47,66,30.14,10,42,40,7
40,47,77,30.16,10,44,30,7
41,47,80,30.16,10,44,30,5
41,47,80,30.16,10,44,40,8
41,47,80,30.21,10,44,30,8
40,48,74,30.21,10,44,10,9
41,50,71,30.21,10,46,360,8
38,53,57,30.21,10,46,20,6
38,57,49,30.19,10,48,20,3
36,59,42,30.19,10,48,20,3
40,59,49,30.19,10,50,190,11
39,58,50,30.19,10,49,180,13
40,57,53,30.22,10,49,180,14
41,55,59,30.21,10,48,180,11
41,55,59,30.22,10,48,180,11
40,53,61,30.22,10,47,160,9
39,52,61,30.22,10,46,170,11
38,50,63,30.24,10,44,170,9
37,50,61,30.24,10,44,160,7
37,49,64,30.24,10,44,150,8
38,49,66,30.24,10,44,140,7
37,49,64,30.24,10,44,140,6
38,49,66,30.22,10,44,150,7
38,49,66,30.21,10,44,140,7
38,49,66,30.19,10,44,150,5
37,49,64,30.19,10,44,130,5
38,49,66,30.19,10,44,110,6
38,49,66,30.19,10,44,100,7
38,49,66,30.21,10,44,120,6
42,50,74,30.21,10,46,140,7
45,49,86,30.22,10,47,140,3
46,50,86,30.19,9,48,120,10
45,49,86,30.19,6,47,120,10
46,49,90,30.19,4,48,130,11
44,48,86,30.17,7,46,140,8
44,48,86,30.16,10,46,100,10
43,48,83,30.14,10,46,110,11
44,48,86,30.12,2.5,46,110,13
46,48,93,30.11,6,47,80,9
46,48,93,30.09,3,47,80,10
45,47,93,30.09,4,46,50,13
45,47,93,30.09,2.5,46,70,8
43,45,93,30.09,5,44,60,9
43,45,93,30.09,5,44,40,7
42,45,90,30.06,5,44,50,7
42,45,90,30.08,3,44,20,9
43,46,89,30.06,3,45,20,6
44,46,93,30.03,6,45,40,7
44,47,90,30.03,6,46,10,6
44,46,93,30.01,0.5,45,360,7
44,46,93,29.98,1,45,30,9
44,46,93,29.98,1.5,45,40,8
45,47,93,30,1.5,46,60,6
46,48,93,29.98,2,47,70,6
47,49,93,29.98,2,48,0,0
47,50,89,30,3,48,160,3
48,51,89,29.95,7,49,150,8
48,51,89,29.96,10,49,160,6
49,52,89,29.93,10,50,160,8
50,52,93,29.93,10,51,200,3
50,55,83,29.91,10,52,170,8
50,54,87,29.9,10,52,200,6
50,56,81,29.88,10,53,220,6
51,55,87,29.9,10,53,200,7
50,54,87,29.9,10,52,190,6
49,52,89,29.91,10,50,190,3
49,52,89,29.91,10,50,190,5
50,52,93,29.93,10,51,160,5
49,52,89,29.93,10,50,80,3
50,53,89,29.95,8,51,200,9
51,52,97,29.91,8,51,130,3
52,53,96,29.88,4,52,10,5
52,53,96,29.88,4,52,90,5
52,53,96,29.85,5,52,40,7
51,53,93,29.83,5,52,60,10
51,53,93,29.87,2.5,52,40,7
50,53,89,29.85,3,51,90,8
51,53,93,29.85,3,52,50,9
51,54,90,29.83,3,52,50,10
51,54,90,29.83,3,52,60,9
52,54,93,29.83,1.5,53,70,9
52,54,93,29.83,2,53,100,7
51,54,90,29.82,3,52,50,6
51,54,90,29.8,3,52,10,5
51,54,90,29.8,3,52,30,7
50,53,89,29.8,3,51,40,9
52,54,93,29.78,3,53,80,10
49,54,83,29.8,10,51,70,6
48,51,89,29.82,10,49,130,10
49,51,92,29.83,3,50,130,7
48,50,93,29.85,3,49,120,7
49,50,96,29.83,3,49,120,6
48,50,93,29.83,3,49,100,5
48,50,93,29.82,3,49,110,7
47,50,89,29.82,3,48,100,6
47,49,93,29.8,3,48,100,10
48,50,93,29.8,8,49,50,6
46,50,86,29.8,10,48,70,5
46,50,86,29.78,10,48,30,7
45,50,83,29.8,10,48,60,7
46,49,90,29.8,6,48,40,9
46,50,86,29.8,10,48,60,8
45,51,80,29.78,10,48,50,13
45,52,77,29.78,10,49,70,11
46,52,80,29.78,10,49,70,10
46,53,77,29.77,10,49,70,16
47,53,80,29.75,10,50,70,13
47,52,83,29.72,5,49,60,10
48,50,93,29.72,2.5,49,50,7
47,50,89,29.72,6,48,50,14
46,50,86,29.7,10,48,40,14
46,51,83,29.7,10,48,40,13
46,51,83,29.72,10,48,40,9
46,50,86,29.72,10,48,50,13
45,50,83,29.74,10,48,40,14
44,50,80,29.74,10,47,40,13
42,49,77,29.72,10,46,30,15
43,49,80,29.72,10,46,40,13
43,49,80,29.72,10,46,40,15
42,48,80,29.7,10,45,30,13
42,48,80,29.7,10,45,20,13
43,47,86,29.69,10,45,10,10
43,47,86,29.7,10,45,10,11
42,47,83,29.67,10,45,10,15
42,47,83,29.67,10,45,40,14
42,48,80,29.69,10,45,20,13
42,49,77,29.69,10,46,30,13
42,50,74,29.69,10,46,30,18
42,50,74,29.69,10,46,30,17
42,53,66,29.69,10,48,30,16
42,53,66,29.67,10,48,30,15
42,55,62,29.65,10,49,40,17
42,56,60,29.62,10,49,30,20
42,57,58,29.62,10,50,20,17
43,56,62,29.62,10,50,20,15
43,56,62,29.62,10,50,20,17
43,55,64,29.62,10,49,40,23
44,54,69,29.64,10,49,20,17
45,54,72,29.65,10,49,30,16
45,53,74,29.67,10,49,50,17
45,52,77,29.67,10,49,30,14
44,52,75,29.65,10,48,40,16
44,52,75,29.64,10,48,30,15
43,52,72,29.65,10,48,50,14
45,49,86,29.67,4,47,30,9
46,48,93,29.64,6,47,10,9
46,49,90,29.65,10,48,30,11
46,49,90,29.67,5,48,30,7
46,48,93,29.67,4,47,40,13
46,48,93,29.67,3,47,40,14
46,49,90,29.67,8,48,40,17
46,49,90,29.69,8,48,70,11
47,49,93,29.72,8,48,70,13
47,50,89,29.72,9,48,80,14
47,50,89,29.72,8,48,80,22
47,51,86,29.72,10,49,90,18
47,52,83,29.72,10,49,90,25
47,52,83,29.72,10,49,90,21
47,51,86,29.74,10,49,80,16
47,50,89,29.75,7,48,90,20
47,50,89,29.78,9,48,90,14
47,49,93,29.78,7,48,80,20
47,49,93,29.78,6,48,80,20
47,49,93,29.8,7,48,80,15
47,49,93,29.8,5,48,80,16
47,49,93,29.8,0.5,48,80,11
48,49,97,29.8,0.5,48,90,10
47,49,93,29.8,0.5,48,80,9
47,49,93,29.78,0.75,48,70,6
47,49,93,29.78,0.75,48,60,6
47,49,93,29.78,2,48,60,6
47,49,93,29.78,3,48,50,6
47,49,93,29.78,10,48,40,8
48,51,89,29.78,10,49,50,7
48,52,86,29.78,10,50,30,9
48,52,86,29.78,10,50,70,5
48,53,83,29.78,10,50,50,6
49,54,83,29.78,10,51,50,5
49,55,80,29.75,10,52,50,6
49,56,77,29.75,10,52,30,3
51,53,93,29.75,10,52,200,6
51,54,90,29.74,10,52,200,8
52,55,90,29.72,10,53,170,8
50,55,83,29.72,10,52,210,8
49,53,86,29.72,10,51,180,8
48,51,89,29.74,10,49,190,9
49,50,96,29.74,10,49,180,8
48,48,100,29.74,0.75,48,190,7
48,48,100,29.74,0.25,48,190,8
48,49,97,29.72,0.25,48,190,5
47,48,96,29.72,0.25,48,160,5
47,48,96,29.72,0.25,48,150,7
47,49,93,29.69,0.25,48,150,7
47,48,96,29.67,0.25,48,200,7
47,48,96,29.65,0.25,48,190,5
47,48,96,29.64,0.25,48,170,6
47,49,93,29.65,2.5,48,180,5
48,49,97,29.67,5,48,190,3
48,51,89,29.65,7,49,190,9
50,52,93,29.64,10,51,180,9
51,52,97,29.65,10,51,200,8
54,57,90,29.64,10,55,230,11
55,63,75,29.62,10,58,240,10
38,68,33,29.65,10,53,300,26
31,67,26,29.69,10,50,300,25
26,66,22,29.7,10,48,310,26
25,66,21,29.72,10,48,310,23
25,64,21,29.75,10,46,310,23
25,64,22,29.78,10,47,300,20
25,62,24,29.82,10,46,320,13
28,59,31,29.85,10,45,350,7
30,57,36,29.88,10,45,340,6
31,57,37,29.9,10,45,240,6
31,58,36,29.93,10,46,310,9
30,57,36,29.95,10,45,320,14
31,55,40,29.95,10,44,310,7
39,49,69,29.93,10,44,200,7
41,49,74,29.93,10,45,200,9
41,49,74,29.95,10,45,220,8
42,49,77,29.96,10,46,210,7
43,54,67,29.96,10,49,240,6
38,56,51,29.98,10,47,250,7
36,59,42,29.98,10,48,240,10
39,62,43,30,10,51,240,11
34,67,30,29.98,10,51,270,17
40,69,35,29.98,10,54,220,11
